cells,steps,density,threads_or_ranks,wall_time
15000000,1000,0.30,1,28.221719
15000000,1000,0.30,1,28.192921
15000000,2000,0.30,1,56.229266
15000000,2000,0.30,1,55.803521
15000000,2000,0.30,1,55.625252
15000000,2000,0.30,1,55.830274
15000000,2000,0.30,1,55.825986
15000000,2000,0.30,1,55.810068
15000000,2000,0.30,1,57.600270
15000000,2000,0.30,1,59.257908
15000000,2000,0.30,1,62.778759
15000000,2000,0.30,1,61.720875
15000000,3000,0.30,1,89.231140
15000000,3000,0.30,1,89.737313
15000000,3000,0.30,1,96.510453
15000000,3000,0.30,1,86.104899
15000000,3000,0.30,1,86.002462
15000000,3000,0.30,1,91.201728
15000000,3000,0.30,1,90.341519
15000000,3000,0.30,1,90.628208
15000000,3000,0.30,1,90.224691
15000000,3000,0.30,1,87.542725
15000000,4000,0.30,1,114.209992
15000000,4000,0.30,1,114.111083
15000000,4000,0.30,1,114.550754
15000000,4000,0.30,1,114.534346
15000000,4000,0.30,1,113.803447
15000000,4000,0.30,1,113.755633
15000000,4000,0.30,1,114.195230
15000000,4000,0.30,1,113.779554
15000000,4000,0.30,1,114.096108
15000000,4000,0.30,1,113.876458
15000000,5000,0.30,1,142.408902
15000000,5000,0.30,1,142.691148
15000000,5000,0.30,1,142.591611
15000000,5000,0.30,1,142.775694
15000000,5000,0.30,1,142.535546
15000000,5000,0.30,1,142.580299
15000000,5000,0.30,1,142.476484
15000000,5000,0.30,1,142.467813
15000000,5000,0.30,1,142.983367
15000000,5000,0.30,1,142.495563
20000000,1000,0.30,1,38.120976
20000000,1000,0.30,1,38.296604
20000000,1000,0.30,1,38.309223
20000000,1000,0.30,1,38.299272
20000000,1000,0.30,1,38.223132
20000000,1000,0.30,1,37.999968
20000000,1000,0.30,1,38.124091
20000000,1000,0.30,1,38.044050
20000000,1000,0.30,1,38.153109
20000000,1000,0.30,1,38.009955
20000000,2000,0.30,1,76.136270
20000000,2000,0.30,1,76.172943
20000000,2000,0.30,1,76.333229
20000000,2000,0.30,1,75.866332
20000000,2000,0.30,1,75.935423
20000000,2000,0.30,1,76.032658
20000000,2000,0.30,1,78.319165
20000000,2000,0.30,1,77.947414
20000000,2000,0.30,1,79.866785
20000000,2000,0.30,1,78.522349
20000000,3000,0.30,1,118.112645
20000000,3000,0.30,1,119.815080
20000000,3000,0.30,1,120.636707
20000000,3000,0.30,1,118.017126
20000000,3000,0.30,1,117.440248
20000000,3000,0.30,1,118.203069
20000000,3000,0.30,1,118.956330
20000000,3000,0.30,1,119.923943
20000000,3000,0.30,1,119.866280
20000000,3000,0.30,1,116.994334
20000000,4000,0.30,1,155.738117
20000000,4000,0.30,1,156.914604
20000000,4000,0.30,1,158.151084
20000000,4000,0.30,1,161.235223
20000000,4000,0.30,1,159.369785
20000000,4000,0.30,1,159.973208
20000000,4000,0.30,1,162.480647
20000000,4000,0.30,1,162.084709
